資料集識別碼,資料集名稱,服務分類,檔案格式,資料下載網址,編碼格式,資料集類型,資料集描述,主要欄位說明,提供機關,更新頻率,授權方式,相關網址,計費方式,提供機關聯絡人姓名,提供機關聯絡人電話,上架日期,詮釋資料更新時間,備註
15342,國家教育研究院-海洋科學名詞-兩岸海洋科學學術名詞,公共資訊,XML,http://www.naer.edu.tw/ezfiles/0/1000/img/80/15342.xml,UTF-8,a01,海洋科學名詞-兩岸海洋科學英中對照名詞等資訊。,DocumentProperties,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/07/09 00:00","2019/07/25 13:45","授權說明網址: http://data.gov.tw/license"
15362,國家教育研究院-畜牧學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/604868636.csv,UTF-8,a01,畜牧學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/19 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15363,國家教育研究院-病理學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/64248612.csv,UTF-8,a01,病理學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/19 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15364,國家教育研究院-紡織科技學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/685242250.csv,UTF-8,a01,紡織科技英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/19 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15365,國家教育研究院-航空太空學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/941090769.csv,UTF-8,a01,航空太空英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/19 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15366,國家教育研究院-動物學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/28143456.csv,UTF-8,a01,動物學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/19 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15367,國家教育研究院-教育學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/466219681.csv,UTF-8,a01,教育學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/19 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15368,國家教育研究院-教育學名詞-英國教育學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/486012223.csv,UTF-8,a01,教育學名詞-英國教育學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/19 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15369,國家教育研究院-教育學名詞-新編學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/856971584.csv,UTF-8,a01,教育學名詞-新編英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/19 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15370,國家教育研究院-統計學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/427313434.csv,UTF-8,a01,統計學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/19 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15371,國家教育研究院-細菌免疫學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/209173640.csv,UTF-8,a01,細菌免疫學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/19 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15398,國家教育研究院-通訊工程學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/102088634.csv,UTF-8,a01,通訊工程英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/22 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15399,國家教育研究院-造船工程學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/228551435.csv,UTF-8,a01,造船工程英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/22 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15400,國家教育研究院-魚類學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/156923524.csv,UTF-8,a01,魚類英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/22 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15401,國家教育研究院-測量學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/125177495.csv,UTF-8,a01,測量學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/22 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15402,國家教育研究院-發生學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/213685131.csv,UTF-8,a01,發生學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/22 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15403,國家教育研究院-新聞傳播學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/208340468.csv,UTF-8,a01,新聞傳播學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/22 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15404,國家教育研究院-會計學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/657840267.csv,UTF-8,a01,會計學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/22 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15405,國家教育研究院-經濟學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/951281549.csv,UTF-8,a01,經濟學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/22 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15406,國家教育研究院-資訊名詞-兩岸中小學教科書學術名詞,公共資訊,XML,http://www.naer.edu.tw/ezfiles/0/1000/img/80/15406.xml,UTF-8,a01,資訊名詞-兩岸中小學教科書英中對照名詞等資訊。,DocumentProperties,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/07/07 00:00","2019/07/18 16:37","授權說明網址: http://data.gov.tw/license"
15407,國家教育研究院-資訊名詞-高中含以下資訊學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/41317050.csv,UTF-8,a01,資訊名詞-高中含以下資訊英中對照名詞等資訊。,英文名稱;中文名稱;縮寫,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/22 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15411,國家教育研究院-農業推廣學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/517833237.csv,UTF-8,a01,農業推廣學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/25 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15412,國家教育研究院-農業機械學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/126350528.csv,UTF-8,a01,農業機械英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/25 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15413,國家教育研究院-電力工程學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/122669954.csv,UTF-8,a01,電力工程英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/25 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15414,國家教育研究院-電力學名詞-兩岸電力學學術名詞,公共資訊,XML,http://www.naer.edu.tw/ezfiles/0/1000/img/80/15414.xml,UTF-8,a01,電力學名詞-兩岸電力學英中對照名詞等資訊。,DocumentProperties,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/07/07 00:00","2019/07/18 16:36","授權說明網址: http://data.gov.tw/license"
15415,國家教育研究院-電子工程學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/206574313.csv,UTF-8,a01,電子工程英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/25 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15416,國家教育研究院-電子計算機學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/140891181.csv,UTF-8,a01,電子計算機英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/25 00:00","2016/10/25 22:33","授權說明網址: http://data.gov.tw/license"
15417,國家教育研究院-電工學名詞-兩岸電工學學術名詞,公共資訊,XML,http://www.naer.edu.tw/ezfiles/0/1000/img/80/15417.xml,UTF-8,a01,電工學名詞-兩岸電工學英中對照名詞等資訊。,DocumentProperties,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/07/07 00:00","2019/07/25 13:48","授權說明網址: http://data.gov.tw/license"
15418,國家教育研究院-電機工程學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/475731062.csv,UTF-8,a01,電機工程英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/25 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15419,國家教育研究院-圖書館學與資訊科學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/218727975.csv,UTF-8,a01,圖書館學與資訊科學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/25 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15420,國家教育研究院-實驗動物及比較醫學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/457030201.csv,UTF-8,a01,實驗動物及比較醫學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/25 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15440,國家教育研究院-管理學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/193274982.csv,UTF-8,a01,管理學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/26 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15441,國家教育研究院-精神病理學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/138221005.csv,UTF-8,a01,精神病理學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/28 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15442,國家教育研究院-舞蹈學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/419450124.csv,UTF-8,a01,舞蹈英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/26 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15443,國家教育研究院-數學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/896883960.csv,UTF-8,a01,數學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/26 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15444,國家教育研究院-數學名詞-兩岸中小學教科書學術名詞,公共資訊,XML,http://www.naer.edu.tw/ezfiles/0/1000/img/80/15444.xml,UTF-8,a01,數學名詞-兩岸中小學教科書英中對照名詞等資訊。,DocumentProperties,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/07/07 00:00","2019/07/25 13:50","授權說明網址: http://data.gov.tw/license"
15445,國家教育研究院-數學名詞-兩岸數學學術名詞,公共資訊,XML,http://www.naer.edu.tw/ezfiles/0/1000/img/80/15445.xml,UTF-8,a01,數學名詞-兩岸數學英中對照名詞等資訊。,DocumentProperties,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/07/07 00:00","2019/07/23 15:32","授權說明網址: http://data.gov.tw/license"
15446,國家教育研究院-數學名詞-高中含以下數學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/521601854.csv,UTF-8,a01,數學名詞-高中含以下數學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/26 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15447,國家教育研究院-機械工程學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/237576275.csv,UTF-8,a01,機械工程英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/26 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15448,國家教育研究院-機械名詞-兩岸機械學術名詞,公共資訊,XML,http://www.naer.edu.tw/ezfiles/0/1000/img/80/15448.xml,UTF-8,a01,機械名詞-兩岸機械英中對照名詞等資訊。,DocumentProperties,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/07/07 00:00","2019/07/25 13:54","授權說明網址: http://data.gov.tw/license"
15449,國家教育研究院-機構與機器原理學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/118780300.csv,UTF-8,a01,機構與機器原理英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/26 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15460,國家教育研究院-醫學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/100297130.csv,UTF-8,a01,醫學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/28 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15461,國家教育研究院-獸醫學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/121108416.csv,UTF-8,a01,獸醫學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/28 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15462,國家教育研究院-藥學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/168012146.csv,UTF-8,a01,藥學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/28 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15463,國家教育研究院-礦冶工程學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/197596777.csv,UTF-8,a01,礦冶工程英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/28 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15464,國家教育研究院-礦物學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/143423587.csv,UTF-8,a01,礦物學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/28 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15465,國家教育研究院-鑄造學學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/122753076.csv,UTF-8,a01,鑄造學英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/28 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
15466,國家教育研究院-體育學術名詞,公共資訊,CSV,http://www.naer.edu.tw/ezfiles/0/1000/img/80/200014977.csv,UTF-8,a01,體育英中對照名詞等資訊。,英文名稱;中文名稱,國家教育研究院,每年,政府資料開放授權條款-第1版,,免費,詹先生,0277407806,"2015/05/28 00:00","2016/05/24 00:23","授權說明網址: http://data.gov.tw/license"
